file,notes,barlines
deut1238.krn,32,8
deut0640.krn,47,10
deut0898.krn,44,9
deut1263.krn,35,8
deut1505.krn,52,18
deut1511.krn,36,10
deut1277.krn,44,12
deut1539.krn,92,32
deut0627.krn,55,16
deut0633.krn,53,10
deut0800.krn,71,15
deut0814.krn,80,32
deut0828.krn,16,4
deut1288.krn,58,16
deut1061.krn,80,16
deut1075.krn,44,12
deut1049.krn,71,31
deut1115.krn,46,11
deut1101.krn,47,12
deut0579.krn,37,8
deut1129.krn,45,10
deut0592.krn,41,8
deut0586.krn,32,8
deut1317.krn,72,16
deut1471.krn,64,28
deut1465.krn,62,18
deut1303.krn,38,8
deut0753.krn,32,8
deut0747.krn,40,10
deut1459.krn,35,12
deut0974.krn,106,24
deut0960.krn,48,12
deut0948.krn,51,12
deut0790.krn,38,18
deut0784.krn,30,8
deut0785.krn,30,8
deut0791.krn,44,12
deut0949.krn,42,12
deut0961.krn,70,16
deut0975.krn,92,24
deut1458.krn,43,11
deut0746.krn,36,10
deut0752.krn,56,12
deut1464.krn,106,29
deut1302.krn,35,8
deut1316.krn,33,8
deut1470.krn,48,13
deut0587.krn,30,8
deut0593.krn,40,8
deut1128.krn,58,12
deut1100.krn,44,12
deut0578.krn,34,6
deut1114.krn,20,5
deut1048.krn,106,32
deut1074.krn,56,16
deut1060.krn,60,19
deut0829.krn,58,16
deut1289.krn,34,8
deut0815.krn,33,8
deut0801.krn,58,12
deut0632.krn,48,10
deut0626.krn,55,16
deut1538.krn,63,23
deut1510.krn,48,14
deut1276.krn,65,16
deut1262.krn,35,8
deut1504.krn,54,14
deut1274.krn,40,12
deut1512.krn,32,8
deut1506.krn,68,20
deut0618.krn,25,7
deut1260.krn,41,11
deut1248.krn,39,8
deut0630.krn,43,7
deut0624.krn,24,7
deut0817.krn,38,9
deut0803.krn,50,12
deut1076.krn,34,8
deut1062.krn,64,22
deut1089.krn,46,11
deut1102.krn,42,10
deut1116.krn,28,8
deut0585.krn,30,8
deut0591.krn,38,12
deut1300.krn,28,8
deut0778.krn,34,8
deut1466.krn,22,8
deut1472.krn,37,12
deut1314.krn,30,8
deut0744.krn,43,15
deut0750.krn,45,10
deut0988.krn,80,18
deut1328.krn,31,8
deut0963.krn,71,32
deut0977.krn,57,12
deut1499.krn,36,12
deut0787.krn,31,8
deut0793.krn,34,8
deut0792.krn,48,12
deut0786.krn,44,10
deut1498.krn,53,13
deut0976.krn,59,12
deut0962.krn,69,16
deut0989.krn,62,12
deut0751.krn,26,8
deut1329.krn,55,12
deut0745.krn,35,10
deut1473.krn,46,12
deut1315.krn,33,8
deut1301.krn,28,8
deut1467.krn,51,14
deut0779.krn,37,19
deut0590.krn,46,12
deut0584.krn,30,8
deut1117.krn,29,8
deut1103.krn,49,12
deut1088.krn,50,12
deut1063.krn,64,21
deut1077.krn,46,12
deut0802.krn,56,14
deut0816.krn,38,8
deut0625.krn,57,16
deut1249.krn,35,10
deut0631.krn,43,8
deut0619.krn,30,7
deut1507.krn,57,12
deut1261.krn,32,9
deut1275.krn,71,16
deut1513.krn,54,24
deut0635.krn,47,9
deut1259.krn,39,12
deut0621.krn,40,8
deut1517.krn,40,18
deut0609.krn,33,10
deut1271.krn,60,16
deut1265.krn,32,9
deut1503.krn,91,18
deut0812.krn,82,32
deut0806.krn,34,10
deut1073.krn,83,30
deut1067.krn,58,16
deut1098.krn,47,12
deut1107.krn,31,8
deut1113.krn,31,10
deut0580.krn,36,8
deut0594.krn,40,10
deut0741.krn,29,5
deut0999.krn,51,12
deut1339.krn,29,8
deut0755.krn,37,8
deut1463.krn,47,13
deut1305.krn,47,20
deut1311.krn,50,16
deut0769.krn,35,8
deut1477.krn,40,12
deut0782.krn,44,12
deut1488.krn,56,15
deut0796.krn,38,10
deut0966.krn,74,16
deut0972.krn,27,8
deut0973.krn,86,22
deut0967.krn,53,12
deut0797.krn,37,10
deut1489.krn,64,16
deut0783.krn,44,12
deut1310.krn,42,12
deut1476.krn,36,8
deut0768.krn,30,8
deut1462.krn,32,6
deut1304.krn,45,16
deut0754.krn,36,16
deut0998.krn,60,18
deut0740.krn,66,20
deut1338.krn,31,9
deut0595.krn,37,11
deut0581.krn,37,8
deut1112.krn,36,12
deut1106.krn,51,11
deut1099.krn,44,12
deut1066.krn,32,12
deut1072.krn,52,16
deut0807.krn,53,12
deut0813.krn,78,32
deut1264.krn,37,8
deut1502.krn,55,14
deut0608.krn,33,9
deut1516.krn,40,17
deut1270.krn,55,12
deut1258.krn,39,8
deut0620.krn,40,9
deut0634.krn,45,10
deut0622.krn,65,12
deut1528.krn,17,6
deut0636.krn,31,6
deut1500.krn,54,16
deut1266.krn,32,8
deut1272.krn,28,8
deut1514.krn,36,16
deut0839.krn,31,12
deut1299.krn,51,12
deut0805.krn,38,8
deut0811.krn,49,16
deut1058.krn,31,14
deut1064.krn,60,20
deut1070.krn,47,16
deut1138.krn,58,16
deut1110.krn,38,8
deut0568.krn,38,10
deut1104.krn,41,8
deut0597.krn,56,14
deut0583.krn,30,8
deut0756.krn,39,8
deut1448.krn,38,14
deut0742.krn,62,16
deut1474.krn,35,8
deut1312.krn,39,12
deut1306.krn,51,16
deut1460.krn,32,8
deut0795.krn,44,12
deut0959.krn,57,12
deut0781.krn,12,4
deut0971.krn,27,8
deut0965.krn,45,12
deut0964.krn,59,18
deut0970.krn,28,8
deut0780.krn,34,10
deut0958.krn,65,12
deut0794.krn,54,12
deut1307.krn,42,8
deut1461.krn,32,6
deut1475.krn,34,8
deut1313.krn,26,8
deut0743.krn,36,11
deut1449.krn,44,16
deut0757.krn,64,12
deut0582.krn,33,8
deut0596.krn,32,6
deut1105.krn,52,11
deut1111.krn,29,8
deut0569.krn,31,8
deut1139.krn,43,10
deut1071.krn,45,16
deut1065.krn,46,12
deut1059.krn,62,16
deut0810.krn,45,10
deut0804.krn,53,12
deut0838.krn,43,15
deut1298.krn,31,8
deut1273.krn,28,8
deut1515.krn,40,16
deut1501.krn,56,16
deut1267.krn,43,10
deut0637.krn,47,16
deut1529.krn,88,26
deut0623.krn,50,12
deut2993.krn,100,1
deut3455.krn,42,12
deut3333.krn,33,8
deut3327.krn,20,4
deut2987.krn,36,12
deut3441.krn,41,9
deut3469.krn,28,8
deut3496.krn,103,20
deut3482.krn,58,10
deut2978.krn,41,14
deut3131.krn,44,8
deut3657.krn,36,8
deut3643.krn,46,12
deut3125.krn,30,6
deut3119.krn,19,8
deut3045.krn,40,8
deut3051.krn,54,16
deut3079.krn,58,12
deut3086.krn,29,6
deut3092.krn,47,12
deut3521.krn,43,8
deut3247.krn,37,6
deut3253.krn,57,12
deut3535.krn,31,8
deut3509.krn,40,10
deut3284.krn,19,4
deut3290.krn,30,8
deut3291.krn,27,8
deut3285.krn,16,4
deut3508.krn,40,10
deut3252.krn,32,12
deut3534.krn,34,8
deut3520.krn,40,8
deut3246.krn,43,8
deut3093.krn,39,10
deut3087.krn,56,12
deut3078.krn,38,8
deut3050.krn,27,8
deut3044.krn,40,8
deut3118.krn,34,8
deut3642.krn,43,10
deut3124.krn,31,6
deut3130.krn,52,16
deut3656.krn,35,9
deut2979.krn,23,5
deut3483.krn,33,9
deut3497.krn,60,12
deut3468.krn,46,12
deut3326.krn,33,9
deut3440.krn,39,12
deut2986.krn,38,12
deut3454.krn,42,12
deut2992.krn,105,1
deut3332.krn,30,8
deut2984.krn,25,8
deut3442.krn,19,4
deut3324.krn,38,16
deut3330.krn,39,8
deut2990.krn,39,12
deut3456.krn,36,12
deut3318.krn,49,13
deut3481.krn,57,14
deut3495.krn,38,8
deut3126.krn,19,4
deut3640.krn,39,10
deut3654.krn,32,9
deut3132.krn,32,8
deut3052.krn,45,8
deut3046.krn,39,8
deut3091.krn,42,12
deut3085.krn,63,15
deut3536.krn,32,8
deut3250.krn,39,12
deut3244.krn,39,8
deut3522.krn,44,7
deut3278.krn,26,8
deut3293.krn,24,6
deut3287.krn,29,6
deut3286.krn,29,6
deut3292.krn,28,8
deut3279.krn,24,6
deut3245.krn,63,24
deut3523.krn,54,22
deut3537.krn,36,8
deut3251.krn,31,6
deut3084.krn,33,6
deut3090.krn,43,12
deut3047.krn,32,8
deut3053.krn,33,9
deut3655.krn,66,18
deut3133.krn,35,8
deut3127.krn,40,8
deut3641.krn,38,10
deut3494.krn,38,8
deut3480.krn,33,17
deut3319.krn,44,7
deut3331.krn,42,15
deut3457.krn,24,8
deut2991.krn,30,8
deut3443.krn,19,6
deut2985.krn,56,16
deut3325.krn,21,4
deut3309.krn,27,6
deut3321.krn,25,8
deut3447.krn,25,8
deut2981.krn,42,8
deut3453.krn,46,12
deut2995.krn,47,12
deut3335.krn,32,8
deut3484.krn,37,8
deut3490.krn,28,9
deut3645.krn,66,30
deut3123.krn,32,6
deut3137.krn,52,12
deut3651.krn,66,34
deut3057.krn,50,19
deut3043.krn,68,18
deut3094.krn,34,14
deut3080.krn,58,12
deut3269.krn,41,11
deut3255.krn,43,16
deut3533.krn,32,14
deut3527.krn,31,16
deut3241.krn,34,9
deut3296.krn,25,8
deut3282.krn,29,8
deut3283.krn,26,7
deut3297.krn,27,7
deut3526.krn,43,11
deut3240.krn,35,12
deut3254.krn,42,8
deut3532.krn,31,8
deut3268.krn,44,15
deut3081.krn,64,12
deut3095.krn,40,8
deut3042.krn,36,9
deut3056.krn,59,25
deut3136.krn,32,8
deut3650.krn,34,9
deut3644.krn,43,10
deut3122.krn,22,8
deut3491.krn,22,7
deut3485.krn,49,9
deut2994.krn,81,1
deut3452.krn,19,5
deut3334.krn,23,6
deut3320.krn,40,11
deut2980.krn,35,8
deut3446.krn,27,10
deut3308.krn,32,8
deut3478.krn,32,1
deut3336.krn,34,8
deut3450.krn,26,6
deut2996.krn,55,9
deut3444.krn,18,4
deut2982.krn,35,19
deut3322.krn,27,8
deut3493.krn,42,8
deut3487.krn,88,18
deut3108.krn,43,8
deut3652.krn,28,8
deut3134.krn,32,11
deut3120.krn,27,10
deut3646.krn,36,14
deut3068.krn,44,12
deut3040.krn,33,8
deut3054.krn,34,8
deut3083.krn,43,8
deut3097.krn,23,8
deut3518.krn,28,8
deut3242.krn,38,9
deut3524.krn,19,7
deut3530.krn,32,8
deut3256.krn,43,8
deut3281.krn,26,9
deut3295.krn,40,8
deut3294.krn,26,6
deut3280.krn,50,13
deut3531.krn,34,16
deut3257.krn,46,14
deut3243.krn,33,10
deut3525.krn,35,10
deut3519.krn,50,9
deut3096.krn,48,8
deut3082.krn,39,9
deut3055.krn,26,8
deut3041.krn,34,8
deut3069.krn,36,10
deut3121.krn,49,16
deut3647.krn,36,8
deut3653.krn,30,9
deut3135.krn,22,6
deut3109.krn,56,12
deut3486.krn,57,14
deut3492.krn,72,20
deut2983.krn,37,8
deut3445.krn,18,4
deut3323.krn,44,16
deut3337.krn,39,14
deut2997.krn,51,11
deut3451.krn,28,6
deut3479.krn,34,10
deut3350.krn,52,12
deut3436.krn,21,12
deut3422.krn,69,12
deut3344.krn,34,8
deut3378.krn,31,8
deut3393.krn,44,1
deut3387.krn,50,24
deut3634.krn,51,12
deut3152.krn,39,8
deut3146.krn,25,5
deut3620.krn,51,12
deut3608.krn,69,32
deut3191.krn,64,12
deut3185.krn,28,6
deut3026.krn,37,15
deut3032.krn,36,8
deut3224.krn,35,8
deut3542.krn,35,1
deut3556.krn,24,6
deut3230.krn,47,8
deut3218.krn,47,9
deut3581.krn,55,21
deut3595.krn,29,8
deut3594.krn,31,8
deut3580.krn,44,27
deut3219.krn,62,12
deut3557.krn,30,6
deut3231.krn,36,6
deut3225.krn,33,12
deut3543.krn,25,6
deut3033.krn,42,12
deut3027.krn,46,10
deut3184.krn,64,12
deut3190.krn,62,12
deut3609.krn,35,8
deut3147.krn,33,8
deut3621.krn,45,12
deut3635.krn,58,16
deut3153.krn,28,6
deut3386.krn,35,8
deut3392.krn,36,15
deut3379.krn,33,8
deut3423.krn,40,10
deut3345.krn,31,10
deut3351.krn,49,12
deut3437.krn,30,14
deut3347.krn,35,8
deut3421.krn,19,4
deut3435.krn,42,16
deut3353.krn,30,8
deut3409.krn,19,7
deut3384.krn,35,12
deut3390.krn,41,8
deut3623.krn,28,8
deut3145.krn,33,8
deut3151.krn,39,8
deut3637.krn,41,12
deut3179.krn,46,15
deut3186.krn,29,6
deut3192.krn,39,8
deut3031.krn,41,13
deut3025.krn,54,26
deut3019.krn,39,10
deut3233.krn,33,12
deut3555.krn,39,12
deut3541.krn,38,8
deut3227.krn,40,8
deut3569.krn,68,16
deut3596.krn,64,16
deut3582.krn,69,24
deut3583.krn,32,12
deut3597.krn,82,20
deut3568.krn,30,8
deut3540.krn,48,12
deut3226.krn,29,5
deut3232.krn,34,12
deut3554.krn,35,10
deut3018.krn,40,10
deut3024.krn,37,8
deut3030.krn,41,9
deut3193.krn,38,10
deut3187.krn,18,4
deut3178.krn,45,12
deut3150.krn,30,8
deut3636.krn,42,12
deut3622.krn,28,8
deut3144.krn,32,8
deut3391.krn,42,8
deut3385.krn,31,12
deut3408.krn,47,18
deut3434.krn,69,24
deut3352.krn,34,8
deut3346.krn,46,12
deut3420.krn,68,32
deut3418.krn,57,12
deut3424.krn,44,31
deut3342.krn,32,8
deut3356.krn,34,8
deut3430.krn,28,1
deut3381.krn,30,6
deut3395.krn,55,20
deut3168.krn,42,8
deut3140.krn,31,6
deut3626.krn,32,10
deut3632.krn,39,10
deut3154.krn,35,8
deut3183.krn,37,8
deut3197.krn,19,4
deut3008.krn,45,10
deut3034.krn,42,10
deut3020.krn,29,8
deut3578.krn,47,10
deut3550.krn,44,16
deut3236.krn,36,8
deut3222.krn,51,12
deut3544.krn,44,8
deut3593.krn,31,12
deut3587.krn,37,10
deut3586.krn,32,8
deut3592.krn,36,8
deut3223.krn,41,7
deut3545.krn,42,16
deut3551.krn,47,15
deut3237.krn,35,6
deut3579.krn,68,17
deut3021.krn,33,8
deut3035.krn,42,12
deut3009.krn,28,8
deut3196.krn,45,8
deut3182.krn,28,6
deut3633.krn,42,12
deut3155.krn,37,8
deut3141.krn,30,12
deut3627.krn,44,12
deut3169.krn,46,12
deut3394.krn,31,8
deut3380.krn,42,11
deut3357.krn,39,8
deut3431.krn,33,8
deut3425.krn,49,12
deut3343.krn,37,8
deut3419.krn,46,10
deut3369.krn,23,6
deut3433.krn,71,18
deut3355.krn,30,8
deut3341.krn,31,8
deut3427.krn,71,1
deut3396.krn,40,10
deut3382.krn,33,8
deut3619.krn,35,9
deut3157.krn,45,8
deut3631.krn,59,12
deut3625.krn,34,10
deut3143.krn,30,8
deut3194.krn,46,8
deut3180.krn,35,8
deut3023.krn,34,8
deut3037.krn,44,1
deut3209.krn,48,8
deut3547.krn,52,18
deut3221.krn,46,8
deut3235.krn,45,15
deut3553.krn,45,10
deut3584.krn,49,12
deut3590.krn,102,25
deut3591.krn,26,6
deut3585.krn,33,8
deut3234.krn,33,12
deut3552.krn,42,10
deut3546.krn,42,17
deut3220.krn,50,11
deut3208.krn,40,8
deut3036.krn,36,8
deut3022.krn,31,8
deut3181.krn,28,6
deut3195.krn,47,8
deut3624.krn,56,20
deut3142.krn,38,8
deut3156.krn,40,9
deut3630.krn,51,12
deut3618.krn,30,9
deut3383.krn,28,10
deut3397.krn,52,10
deut3340.krn,32,8
deut3426.krn,59,28
deut3432.krn,33,8
deut3354.krn,27,6
deut3368.krn,29,7
deut3371.krn,34,8
deut3417.krn,74,18
deut3403.krn,45,10
deut3365.krn,34,8
deut3359.krn,32,8
deut3615.krn,39,9
deut3173.krn,56,12
deut3167.krn,31,8
deut3601.krn,24,6
deut3629.krn,37,16
deut3198.krn,16,4
deut3007.krn,40,9
deut3013.krn,50,14
deut3205.krn,32,8
deut3563.krn,54,16
deut3577.krn,52,16
deut3211.krn,41,10
deut3239.krn,34,11
deut3588.krn,41,10
deut3589.krn,41,12
deut3238.krn,23,8
deut3576.krn,44,12
deut3210.krn,45,8
deut3204.krn,32,8
deut3562.krn,30,10
deut3012.krn,54,14
deut3006.krn,32,8
deut3199.krn,46,12
deut3628.krn,33,8
deut3166.krn,58,12
deut3600.krn,33,8
deut3614.krn,32,10
deut3172.krn,36,8
deut3358.krn,45,10
deut3402.krn,34,8
deut3364.krn,27,6
deut3370.krn,26,7
deut3416.krn,37,9
deut3366.krn,29,6
deut3400.krn,23,8
deut3414.krn,55,12
deut3372.krn,44,10
deut3428.krn,59,1
deut3399.krn,25,8
deut3602.krn,41,8
deut3164.krn,17,5
deut3170.krn,31,8
deut3616.krn,69,20
deut3158.krn,40,8
deut3010.krn,72,16
deut3004.krn,36,8
deut3038.krn,37,8
deut3212.krn,43,9
deut3574.krn,78,20
deut3560.krn,41,13
deut3206.krn,35,9
deut3548.krn,42,8
deut3549.krn,42,8
deut3561.krn,29,11
deut3207.krn,34,8
deut3213.krn,42,8
deut3575.krn,82,20
deut3039.krn,30,8
deut3005.krn,55,11
deut3011.krn,66,18
deut3159.krn,42,8
deut3171.krn,64,12
deut3617.krn,38,10
deut3603.krn,45,17
deut3165.krn,31,10
deut3398.krn,44,11
deut3429.krn,88,17
deut3415.krn,58,13
deut3373.krn,35,10
deut3367.krn,29,6
deut3401.krn,36,12
deut3439.krn,35,12
deut3405.krn,47,10
deut3363.krn,25,6
deut3377.krn,27,12
deut3411.krn,39,9
deut3388.krn,40,8
deut3149.krn,32,8
deut3161.krn,32,8
deut3607.krn,33,8
deut3613.krn,43,10
deut3175.krn,46,12
deut3029.krn,32,8
deut3015.krn,54,14
deut3001.krn,55,15
deut3559.krn,32,12
deut3571.krn,43,10
deut3217.krn,38,8
deut3203.krn,42,11
deut3565.krn,35,8
deut3202.krn,50,15
deut3564.krn,34,8
deut3570.krn,40,10
deut3216.krn,52,10
deut3558.krn,30,8
deut3000.krn,59,16
deut3014.krn,59,17
deut3028.krn,34,8
deut3612.krn,86,16
deut3174.krn,34,8
deut3160.krn,38,8
deut3606.krn,51,12
deut3148.krn,35,8
deut3389.krn,36,8
deut3376.krn,32,8
deut3410.krn,32,8
deut3404.krn,46,10
deut3362.krn,31,6
deut3438.krn,51,10
deut3348.krn,35,8
deut3412.krn,60,16
deut3374.krn,33,8
deut3360.krn,33,10
deut3406.krn,55,12
deut3638.krn,51,12
deut3176.krn,34,8
deut3610.krn,38,8
deut3604.krn,43,10
deut3162.krn,32,8
deut3189.krn,40,8
deut3002.krn,57,19
deut3016.krn,30,8
deut3228.krn,61,12
deut3566.krn,34,9
deut3200.krn,62,16
deut3214.krn,41,8
deut3572.krn,70,16
deut3599.krn,67,16
deut3598.krn,49,15
deut3215.krn,40,1
deut3573.krn,74,20
deut3567.krn,40,16
deut3201.krn,61,24
deut3229.krn,34,12
deut3017.krn,58,10
deut3003.krn,36,8
deut3188.krn,53,12
deut3605.krn,94,24
deut3163.krn,32,6
deut3177.krn,49,12
deut3611.krn,44,12
deut3639.krn,29,8
deut3361.krn,26,6
deut3407.krn,43,8
deut3413.krn,63,14
deut3375.krn,38,8
deut3349.krn,34,9
deut3474.krn,37,8
deut3312.krn,18,8
deut3306.krn,37,8
deut3460.krn,19,1
deut3448.krn,31,7
deut3110.krn,38,10
deut3662.krn,53,14
deut3104.krn,23,6
deut3138.krn,42,8
deut3064.krn,48,10
deut3070.krn,48,8
deut3058.krn,33,11
deut3500.krn,59,15
deut3266.krn,48,12
deut3272.krn,30,6
deut3514.krn,50,9
deut3528.krn,47,24
deut3299.krn,27,7
deut3298.krn,29,7
deut3529.krn,49,24
deut3273.krn,27,7
deut3515.krn,49,16
deut3501.krn,22,10
deut3267.krn,32,8
deut3059.krn,57,16
deut3071.krn,66,12
deut3065.krn,58,14
deut3139.krn,18,4
deut3105.krn,46,9
deut3111.krn,68,12
deut3449.krn,34,8
deut3307.krn,58,12
deut3461.krn,49,12
deut3475.krn,28,8
deut3313.krn,56,14
deut3463.krn,33,8
deut3305.krn,36,8
deut3311.krn,32,8
deut3477.krn,42,10
deut2999.krn,53,16
deut3339.krn,37,8
deut3488.krn,44,11
deut3107.krn,37,8
deut3661.krn,32,10
deut3113.krn,50,15
deut3649.krn,36,8
deut3073.krn,28,7
deut3067.krn,40,10
deut3098.krn,37,8
deut3517.krn,44,14
deut3271.krn,29,7
deut3265.krn,35,8
deut3503.krn,20,4
deut3259.krn,38,10
deut3258.krn,31,8
deut3264.krn,35,8
deut3502.krn,33,8
deut3516.krn,46,8
deut3270.krn,36,8
deut3099.krn,36,8
deut3066.krn,50,11
deut3072.krn,24,6
deut3648.krn,52,12
deut3112.krn,38,8
deut3106.krn,39,8
deut3660.krn,31,10
deut3489.krn,49,16
deut2998.krn,55,10
deut3338.krn,35,8
deut3310.krn,48,12
deut3476.krn,42,8
deut3462.krn,51,12
deut3304.krn,32,8
deut2988.krn,44,12
deut3328.krn,21,8
deut3300.krn,27,10
deut3466.krn,51,12
deut3472.krn,33,16
deut3314.krn,45,12
deut3499.krn,32,8
deut2977.krn,81,18
deut3658.krn,35,17
deut3102.krn,46,12
deut3116.krn,14,4
deut3076.krn,44,9
deut3062.krn,29,6
deut3089.krn,37,8
deut3248.krn,61,20
deut3274.krn,33,12
deut3512.krn,43,13
deut3506.krn,17,8
deut3260.krn,38,10
deut3507.krn,20,7
deut3261.krn,34,10
deut3275.krn,31,7
deut3513.krn,49,8
deut3249.krn,40,16
deut3088.krn,41,12
deut3063.krn,28,6
deut3077.krn,29,9
deut3117.krn,24,8
deut3103.krn,36,8
deut3659.krn,35,9
deut2976.krn,61,15
deut3498.krn,54,12
deut3473.krn,50,12
deut3315.krn,22,8
deut3301.krn,29,9
deut3467.krn,52,12
deut2989.krn,70,20
deut3329.krn,33,8
deut3459.krn,28,8
deut3317.krn,36,10
deut3471.krn,29,6
deut3465.krn,46,12
deut3303.krn,27,12
deut3129.krn,59,12
deut3115.krn,36,6
deut3101.krn,35,6
deut3049.krn,52,15
deut3061.krn,39,11
deut3075.krn,68,24
deut3539.krn,38,8
deut3263.krn,33,8
deut3505.krn,38,16
deut3511.krn,33,7
deut3277.krn,27,6
deut3288.krn,30,6
deut3289.krn,29,6
deut3510.krn,67,12
deut3276.krn,33,6
deut3262.krn,37,14
deut3504.krn,35,8
deut3538.krn,35,8
deut3074.krn,41,9
deut3060.krn,34,12
deut3048.krn,40,10
deut3100.krn,42,8
deut3114.krn,22,4
deut3128.krn,40,8
deut3464.krn,49,23
deut3302.krn,27,7
deut3316.krn,47,13
deut3470.krn,29,8
deut3458.krn,29,8
deut5024.krn,57,10
deut5030.krn,48,9
deut5018.krn,42,14
deut4886.krn,76,15
deut4892.krn,50,10
deut4662.krn,34,10
deut4676.krn,56,16
deut4845.krn,38,17
deut4689.krn,49,10
deut4851.krn,43,8
deut4879.krn,40,12
deut4716.krn,59,23
deut4702.krn,53,8
deut4931.krn,55,14
deut4925.krn,90,19
deut4919.krn,30,11
deut4528.krn,39,8
deut4514.krn,69,14
deut4515.krn,75,28
deut4529.krn,35,16
deut4918.krn,50,12
deut4924.krn,40,8
deut4930.krn,43,8
deut4703.krn,70,16
deut4717.krn,49,15
deut4878.krn,41,10
deut4850.krn,41,8
deut4688.krn,70,17
deut4844.krn,38,8
deut4677.krn,50,18
deut4663.krn,83,16
deut4893.krn,33,8
deut4887.krn,50,8
deut5019.krn,66,17
deut5031.krn,40,8
deut5025.krn,74,16
deut5033.krn,43,13
deut5027.krn,56,10
deut4891.krn,76,16
deut4649.krn,34,5
deut4885.krn,33,8
deut4675.krn,44,8
deut4661.krn,44,8
deut4852.krn,65,16
deut4846.krn,44,9
deut4729.krn,31,9
deut4701.krn,60,20
deut4715.krn,64,4
deut4926.krn,66,26
deut4932.krn,73,28
deut4517.krn,48,10
deut4516.krn,66,25
deut4933.krn,73,32
deut4927.krn,49,11
deut4714.krn,76,13
deut4700.krn,49,14
deut4728.krn,28,8
deut4847.krn,53,10
deut4853.krn,50,9
deut4660.krn,24,6
deut4674.krn,68,14
deut4884.krn,33,8
deut4648.krn,144,40
deut4890.krn,40,8
deut5026.krn,39,11
deut5032.krn,55,16
deut5036.krn,33,10
deut5022.krn,63,17
deut4670.krn,56,12
deut4664.krn,74,16
deut4894.krn,53,12
deut4880.krn,57,12
deut4658.krn,56,16
deut4857.krn,56,18
deut4843.krn,33,8
deut4704.krn,61,16
deut4710.krn,59,11
deut4738.krn,32,7
deut4923.krn,63,16
deut4937.krn,42,14
deut4506.krn,53,16
deut4512.krn,51,18
deut4513.krn,44,18
deut4507.krn,43,10
deut4936.krn,56,15
deut4922.krn,30,8
deut4739.krn,55,12
deut4711.krn,68,12
deut4705.krn,24,5
deut4842.krn,47,12
deut4856.krn,70,16
deut4659.krn,52,14
deut4881.krn,42,12
deut4895.krn,46,10
deut4665.krn,50,14
deut4671.krn,42,8
deut5023.krn,54,16
deut5037.krn,50,16
deut5009.krn,58,16
deut5021.krn,56,12
deut5035.krn,41,13
deut4667.krn,51,10
deut4673.krn,30,12
deut4883.krn,31,8
deut4897.krn,73,16
deut4868.krn,43,10
deut4698.krn,82,32
deut4840.krn,32,8
deut4854.krn,32,8
deut4713.krn,42,25
deut4707.krn,61,11
deut4908.krn,52,16
deut4934.krn,86,24
deut4920.krn,58,16
deut4511.krn,56,30
deut4505.krn,54,16
deut4539.krn,26,4
deut4538.krn,37,10
deut4504.krn,63,16
deut4510.krn,81,14
deut4921.krn,41,8
deut4935.krn,31,7
deut4909.krn,50,10
deut4706.krn,77,16
deut4712.krn,48,12
deut4855.krn,49,10
deut4841.krn,40,10
deut4699.krn,75,16
deut4869.krn,44,10
deut4896.krn,40,12
deut4882.krn,36,14
deut4672.krn,57,12
deut4666.krn,42,12
deut5034.krn,77,16
deut5020.krn,58,16
deut5008.krn,58,16
deut5047.krn,42,16
deut5053.krn,45,17
deut5084.krn,39,14
deut5090.krn,71,12
deut4629.krn,32,4
deut4601.krn,47,19
deut4615.krn,36,11
deut4826.krn,38,9
deut4832.krn,62,16
deut4749.krn,37,8
deut4991.krn,70,20
deut4985.krn,55,12
deut4775.krn,50,16
deut4761.krn,53,16
deut4952.krn,49,12
deut4946.krn,73,12
deut4577.krn,50,18
deut4563.krn,51,12
deut4588.krn,40,12
deut4589.krn,27,8
deut4562.krn,39,9
deut4576.krn,113,20
deut4947.krn,52,16
deut4953.krn,54,12
deut4760.krn,53,15
deut4774.krn,56,15
deut4984.krn,51,10
deut4990.krn,35,15
deut4748.krn,46,10
deut4833.krn,35,8
deut4827.krn,39,15
deut4614.krn,32,10
deut4600.krn,33,8
deut4628.krn,14,4
deut5091.krn,75,16
deut5085.krn,59,16
deut5052.krn,51,12
deut5046.krn,42,11
deut5050.krn,66,16
deut5044.krn,48,10
deut5078.krn,102,22
deut5093.krn,56,16
deut5087.krn,72,20
deut4616.krn,30,8
deut4602.krn,58,16
deut4831.krn,29,6
deut4825.krn,52,12
deut4819.krn,34,8
deut4986.krn,38,20
deut4992.krn,49,8
deut4762.krn,59,20
deut4776.krn,51,14
deut4945.krn,58,15
deut4951.krn,65,16
deut4789.krn,71,24
deut4979.krn,64,15
deut4548.krn,56,14
deut4560.krn,28,6
deut5118.krn,38,10
deut4574.krn,47,14
deut4575.krn,27,4
deut4561.krn,60,18
deut5119.krn,75,16
deut4549.krn,38,8
deut4978.krn,35,9
deut4788.krn,82,18
deut4950.krn,58,16
deut4944.krn,79,16
deut4777.krn,49,19
deut4763.krn,46,12
deut4993.krn,62,16
deut4987.krn,61,23
deut4818.krn,44,10
deut4824.krn,34,8
deut4830.krn,30,8
deut4603.krn,56,16
deut4617.krn,55,16
deut5086.krn,42,11
deut5092.krn,57,16
deut5079.krn,79,18
deut5045.krn,38,13
deut5051.krn,46,8
deut5069.krn,41,16
deut5055.krn,56,10
deut5041.krn,30,8
deut5096.krn,70,16
deut5082.krn,69,16
